an;dep;icom;inom;reg;pop1;nomsst2;prod;fprod;mprod;impo1;fimpo1;mimpo1;rimpo1;rmimpo1;impo2;fimpo2;mimpo2;rimpo2;rmimpo2;dgf;fdgf;mdgf;rdgf;rmdgf;charge;fcharge;mcharge;perso;fperso;mperso;rperso;rmperso;achat;fachat;machat;rachat;rmachat;fin;ffin;mfin;rfin;rmfin;cont;fcont;mcont;rcont;rmcont;subv;fsubv;msubv;rsubv;rmsubv;res1;fres1;mres1;pth;fpth;mpth;tth;tmth;pfb;fpfb;mpfb;tfb;tmfb;pfnb;fpfnb;mpfnb;tfnb;tmfnb;ttp;tmtp;recinv;frecinv;mrecinv;emp;femp;memp;remp;rmemp;subr;fsubr;msubr;rsubr;rmsubr;fctva;ffctva;mfctva;rfctva;rmfctva;raff;fraff;mraff;rraff;rmraff;depinv;fdepinv;mdepinv;equip;fequip;mequip;requip;rmequip;remb;fremb;mremb;rremb;rmremb;repart;frepart;mrepart;rrepart;rmrepart;daff;fdaff;mdaff;rdaff;rmdaff;bf1;fbf1;mbf1;solde;fsolde;msolde;bf2;fbf2;mbf2;res2;fres2;mres2;ebf;febf;mebf;rebf;rmebf;caf;fcaf;mcaf;rcaf;rmcaf;cafn;fcafn;mcafn;rcafn;rmcafn;dette;fdette;mdette;rdette;rmdette;annu;fannu;mannu;rannu;rmannu;fdr;ffdr;mfdr;bth;fbth;mbth;bthexod;fbthexod;mbthexod;bfb;fbfb;mbfb;bfbexod;fbfbexod;mbfbexod;bfnb;fbfnb;mbfnb;bfnbexod;fbfnbexod;mbfnbexod;btafnb;fbtafnb;mbtafnb;btp;fbtp;mbtp;btpexod;fbtpexod;mbtpexod;ptafnb;fptafnb;mptafnb;tafnb;mtmtafnb;pcfe;fpcfe;mpcfe;cvaec;fcvaec;mcvaec;iferc;fiferc;miferc;tascomc;ftascomc;mtascomc;nomsst1;
2014;068;376;WITTENHEIM;042;14463;appartenant à un groupement fiscalisé (FPU);13399.69;926.48;1336.99;4726.16;326.78;516.25;35.27;38.61;915.77;63.32;98.20;6.83;7.34;3033.06;209.71;227.10;22.64;16.99;13719.53;948.59;1224.11;6805.44;470.54;660.78;49.6;53.98;2822.76;195.17;279.13;20.57;22.8;246.19;17.02;34.97;1.79;2.86;390.65;27.01;31.61;2.85;2.58;1401.59;96.91;98.31;10.22;8.03;-319.84;-22.11;112.88;1386.73;95.88;215.99;10.11;15.87;3123.26;215.95;289.15;18.46;22.65;65.78;4.55;5.20;49.2;59.95;0.0;0.0;7563.80;522.98;483.18;3600.00;248.91;83.86;47.6;17.36;1726.96;119.41;63.61;22.83;13.17;763.59;52.80;44.54;10.1;9.22;0.00;0.00;0.20;0.0;0.04;8195.60;566.66;457.45;7353.54;508.44;321.16;89.73;70.21;791.98;54.76;87.66;9.66;19.16;0.00;0.00;0.30;0.0;0.07;0.00;0.00;0.00;0.0;0.0;631.80;43.68;-25.73;0.00;0.00;-0.06;631.80;43.68;-25.79;-951.63;-65.80;138.67;986.72;68.22;196.16;7.36;14.67;732.93;50.68;163.90;5.47;12.26;-59.05;-4.08;76.24;-0.44;5.7;9710.58;671.41;957.59;72.47;71.62;1027.83;71.07;120.56;7.67;9.02;-827.17;-57.19;184.20;13716.31;948.37;1361.23;2284.82;157.98;131.70;16919.27;1169.83;1276.37;0.00;0.00;0.75;133.92;9.26;8.68;0.00;0.00;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0;0.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;communes de 10 000 à 20 000 hab;
