an;dep;icom;inom;reg;pop1;nomsst2;prod;fprod;mprod;impo1;fimpo1;mimpo1;rimpo1;rmimpo1;impo2;fimpo2;mimpo2;rmimpo2;dgf;fdgf;mdgf;rdgf;rmdgf;charge;fcharge;mcharge;perso;fperso;mperso;rperso;rmperso;achat;fachat;machat;rachat;rmachat;fin;ffin;mfin;rfin;rmfin;cont;fcont;mcont;rcont;rmcont;subv;fsubv;msubv;rsubv;rmsubv;res1;fres1;mres1;pth;fpth;mpth;tth;tmth;pfb;fpfb;mpfb;tfb;tmfb;pfnb;fpfnb;mpfnb;tfnb;tmfnb;ttp;tmtp;recinv;frecinv;mrecinv;emp;femp;memp;remp;rmemp;subr;fsubr;msubr;rsubr;rmsubr;fctva;ffctva;mfctva;rfctva;rmfctva;raff;fraff;mraff;rraff;rmraff;depinv;fdepinv;mdepinv;equip;fequip;mequip;requip;rmequip;remb;fremb;mremb;rremb;rmremb;repart;frepart;mrepart;rrepart;rmrepart;daff;fdaff;mdaff;rdaff;rmdaff;bf1;fbf1;mbf1;solde;fsolde;msolde;bf2;fbf2;mbf2;res2;fres2;mres2;ebf;febf;mebf;rebf;rmebf;caf;fcaf;mcaf;rcaf;rmcaf;cafn;fcafn;mcafn;rcafn;rmcafn;dette;fdette;mdette;rdette;rmdette;annu;fannu;mannu;rannu;rmannu;fdr;ffdr;mfdr;bth;fbth;mbth;bthexod;fbthexod;mbthexod;bfb;fbfb;mbfb;bfbexod;fbfbexod;mbfbexod;bfnb;fbfnb;mbfnb;bfnbexod;fbfnbexod;mbfnbexod;btafnb;fbtafnb;mbtafnb;btp;fbtp;mbtp;btpexod;fbtpexod;mbtpexod;ptafnb;fptafnb;mptafnb;tafnb;mtmtafnb;pcfe;fpcfe;mpcfe;cvaec;fcvaec;mcvaec;iferc;fiferc;miferc;tascomc;ftascomc;mtascomc;nomsst1;encdbr;fencdbr;rencdbr;mencdbr;rmencdbr;pfcaf;fpfcaf;mpfcaf;cfcaf;fcfcaf;mcfcaf;det2cal;fdet2cal;rdet2cal;mdet2cal;rmdet2cal;column_220
2020;055;039;BEAUMONT-EN-VERDUNOIS;044;0;appartenant à un groupement fiscalisé (FPU);22.45;;951.66;12.41;;260.48;55.27;28.26;10.31;;109.77;11.91;2.03;;201.61;9.04;21.88;20.23;;729.39;1.35;;203.09;6.67;29.72;4.46;;241.96;22.07;35.41;0.0;;13.25;0.0;1.94;0.0;;78.07;0.0;11.43;0.4;;21.04;1.98;3.08;2.23;;222.26;0.0;;117.16;0.0;10.71;0.0;;108.42;0.0;11.99;12.41;;61.7;108.17;32.97;0.0;0.0;0.0;;525.08;0.0;;72.36;;13.78;0.0;;133.8;;25.48;0.0;;53.68;;10.22;0.0;;0.0;;0.0;0.0;;471.62;0.0;;356.56;;75.6;0.0;;91.31;;19.36;0.0;;0.05;;0.01;0.0;;0.0;0.0;0.0;0.0;;-53.46;0.0;;0.36;0.0;;-53.1;2.23;;275.36;2.23;;243.23;9.91;26.39;2.23;;238.34;9.91;25.86;2.23;;147.03;9.91;15.95;0.0;;587.64;0.0;63.76;0.0;;103.97;0.0;11.28;165.06;;1168.85;0.0;;1094.23;0.0;;22.16;0.0;;904.05;0.0;;0.76;11.47;;187.16;0.0;;0.02;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;;0.07;0.0;;0.0;communes de moins de 250 hab;0.0;;0.0;567.94;61.62;22.45;;921.65;20.23;;683.31;0.0;;0.0;567.94;83.12;
