mpoid;lbudg;exer;nbbaspic;pftot;pftothab;rpftot;iltot;iltothab;revtot;revtothab;aittot;aittothab;dgftot;dgftothab;cftot;cftothab;rcftot;perstot;perstothab;rperstot;acetot;acetothab;racetot;cfitot;cfitothab;rcfitot;suvftot;suvftothab;rsuvftot;rtot;rtothab;rrtot;ritot;ritothab;rritot;rdettot;rdettothab;rrdettot;subvitot;subvitothab;rsubvitot;fattot;fattothab;rfattot;eitot;eitothab;reitot;detot;detothab;rdetot;edettot;edettothab;redettot;caftot;caftothab;rcaftot;cafntot;cafntothab;rcafntot;entot;entothab;rentot;antot;antothab;rantot;bth;fbth;bthexod;bfb;fbfb;bfbexod;bfnb;fbfnb;bfnbexod;btafnb;fbtafnb;bcfe1;fbcfe1;bcfeexod;bcfe2;fbcfe2;bcfe3;fbcfe3;pth;fpth;tth;pfb;fpfb;tfb;pfnb;fpfnb;tfnb;ptafnb;fptafnb;tafnb;pcfe1;fpcfe1;tcfe1;pcfe2;fpcfe2;tcfe2;pcfe3;fpcfe3;tcfe3;cvaeg;fcvaeg;iferg;fiferg;tascomg;ftascomg;nbtotba;siren;encdbr;mencdbr;tencdbr;pfr;mpfr;tpfr;cfr;mcfr;tcfr;encdb;mencdb;tencdb
47868;CA CHAUMONT BASSIN NOGENTAIS BBVF;2017;1;45699.0;955.0;17.2;14869.0;311.0;-2689.0;-56.0;4007.0;84.0;3928.0;82.0;46703.0;976.0;18.49;25605.0;535.0;4.09;12416.0;259.0;10.69;371.0;8.0;34.89;3848.0;80.0;81.4;-1004.0;-21.0;0.0;12608.0;263.0;45.76;3900.0;81.0;10.51;1313.0;27.0;3.3;55.0;1.0;24.24;11433.0;239.0;46.51;5444.0;114.0;4.79;1245.0;26.0;41.55;178.0;4.0;-0.2;-1067.0;-22.0;0.03;14034.0;293.0;0.0;1616.0;34.0;0.0;44940.0;939.0;76.0;42061.0;879.0;0.0;2462.0;51.0;0.0;158.0;3.0;0.0;0.0;210.0;15887.0;332.0;0.0;0.0;3213.0;67.0;7.15;3301.0;69.0;7.85;235.0;5.0;9.55;47.0;1.0;29.87;0.0;0.0;0.0;3670.0;77.0;23.08;0.0;0.0;0.0;2679.0;56.0;819.0;17.0;832.0;17.0;11;200068658;14016.0;293.0;25.67;44808.0;936.0;16.01;44630.0;932.0;16.8;14016.0;293.0;25.67
47473;CA CHAUMONT BASSIN NOGENTAIS BBVF;2018;1;44623.0;940.0;13.87;16061.0;338.0;-2797.0;-59.0;3864.0;81.0;3856.0;81.0;43037.0;907.0;14.48;25417.0;535.0;4.53;6992.0;147.0;13.4;328.0;7.0;28.44;4034.0;85.0;81.28;1587.0;33.0;-2.8;17048.0;359.0;29.44;1146.0;24.0;0.0;5637.0;119.0;0.95;1034.0;22.0;4.78;14382.0;303.0;28.95;8538.0;180.0;2.58;1467.0;31.0;37.44;2667.0;56.0;0.02;1200.0;25.0;0.04;14013.0;295.0;0.0;1795.0;38.0;0.0;45262.0;953.0;0.0;42739.0;900.0;60.0;2478.0;52.0;0.0;149.0;3.0;0.0;0.0;123.0;16869.0;355.0;0.0;0.0;4160.0;88.0;9.19;3357.0;71.0;7.85;303.0;6.0;12.27;45.0;1.0;29.87;0.0;0.0;0.0;3920.0;83.0;23.08;0.0;0.0;0.0;2816.0;59.0;828.0;17.0;638.0;13.0;10;200068658;13695.0;288.0;0.0;44360.0;934.0;13.6;41693.0;878.0;13.75;13695.0;288.0;0.0
